Número de registro o fila,Nombre de campo,Dato publicado,Dato nuevo,Estatus del cambio,Fecha de modificación,Observaciones del cambio
133,factor,183,147,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
134,factor,183,147,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
135,factor,183,147,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
136,factor,183,147,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
137,factor,183,176,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
138,factor,183,176,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
139,factor,183,176,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
140,factor,204,176,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
141,factor,204,176,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
142,factor,204,167,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
143,factor,204,167,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
144,factor,204,167,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
145,factor,204,167,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
146,factor,207,167,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
147,factor,207,167,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
148,factor,207,168,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
149,factor,207,168,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
150,factor,207,168,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
151,factor,207,168,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
152,factor,201,168,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
153,factor,201,168,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
154,factor,201,179,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
155,factor,201,179,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
156,factor,201,179,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
157,factor,200,179,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
158,factor,200,179,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
159,factor,200,179,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
160,factor,186,168,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
161,factor,186,168,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
162,factor,186,168,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
163,factor,186,168,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
164,factor,186,214,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
165,factor,147,214,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
166,factor,147,214,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
167,factor,147,239,Información revisada.,2021-11-29,"El 29 de noviembre de 2021, se reemplazó el Conjunto de datos, debido a que se actualizó el factor de expansión (factor), con base en la estimación de población que genera el Marco de Muestreo de Viviendas del INEGI."
